,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
357,Austin Rivers,SG,20,NOH,61,26,23.2,2.4,6.4,.372,0.5,1.4,.326,1.9,5.0,.385,.408,1.0,1.8,.546,0.3,1.5,1.8,2.1,0.4,0.1,1.2,2.0,6.2,5.9,.431,.221,.277,1.3,8.0,4.6,13.9,1.0,0.5,14.5,16.8,-1.2,0.1,-1.1,-0.038,-4.7,-1.6,-6.2,-1.5,2013
358,Brian Roberts,PG,27,NOH,78,5,17.0,2.7,6.6,.417,0.8,2.0,.386,2.0,4.6,.430,.475,0.9,1.0,.909,0.2,1.0,1.2,2.8,0.5,0.0,0.9,1.4,7.1,14.6,.509,.299,.151,1.5,7.3,4.4,28.2,1.5,0.2,11.5,21.6,2.0,0.2,2.2,.078,0.8,-1.4,-0.6,0.5,2013
359,Nate Robinson,PG,28,CHI,82,23,25.4,4.9,11.2,.433,1.7,4.2,.405,3.1,7.0,.450,.510,1.6,2.1,.799,0.4,1.9,2.2,4.4,1.0,0.1,1.8,2.5,13.1,17.4,.540,.378,.183,1.6,8.6,5.1,31.4,2.2,0.4,12.6,25.1,3.5,2.4,5.9,.136,2.5,0.3,2.8,2.5,2013
360,Thomas Robinson,PF,21,TOT,70,0,15.1,2.0,4.6,.430,0.0,0.0,.000,2.0,4.6,.431,.430,0.8,1.6,.523,1.7,2.8,4.5,0.7,0.6,0.4,1.3,1.8,4.8,10.9,.451,.003,.340,13.0,21.3,17.1,6.7,2.0,1.9,19.3,19.1,-0.9,0.9,-0.1,-0.002,-3.8,-1.5,-5.3,-0.9,2013
361,Rajon Rondo,PG,26,BOS,38,38,37.4,5.9,12.2,.484,0.3,1.3,.240,5.6,10.9,.513,.497,1.6,2.4,.645,1.1,4.4,5.6,11.1,1.8,0.2,3.9,2.5,13.7,18.1,.516,.108,.200,3.7,13.6,8.8,49.3,2.6,0.5,22.6,21.7,1.2,2.0,3.2,.108,1.6,0.6,2.2,1.5,2013
362,Terrence Ross,SG,21,TOR,73,2,17.0,2.5,6.3,.407,0.9,2.7,.332,1.7,3.6,.464,.478,0.4,0.6,.714,0.5,1.5,2.0,0.7,0.6,0.2,0.7,1.7,6.4,10.4,.491,.429,.092,3.3,10.6,6.9,7.2,1.8,0.9,9.2,19.6,0.0,0.8,0.9,.034,-1.7,-0.7,-2.5,-0.1,2013
363,Brandon Roy,SG,28,MIN,5,5,24.4,2.2,7.0,.314,0.0,1.8,.000,2.2,5.2,.423,.314,1.4,2.0,.700,0.6,2.2,2.8,4.6,0.6,0.0,1.4,1.0,5.8,8.3,.368,.257,.286,2.7,10.6,6.6,28.8,1.3,0.0,15.1,17.0,-0.1,0.1,0.0,-0.017,-3.5,-0.8,-4.2,-0.1,2013
364,Ricky Rubio,PG,22,MIN,57,47,29.7,3.2,9.0,.360,0.5,1.6,.293,2.8,7.4,.374,.386,3.7,4.6,.799,0.8,3.2,4.0,7.3,2.4,0.1,3.0,2.5,10.7,16.2,.482,.179,.514,2.9,12.9,7.7,38.8,4.2,0.2,21.4,21.2,0.4,2.6,3.0,.085,-0.8,1.9,1.1,1.3,2013
365,Brandon Rush,SF,27,GSW,2,0,12.5,3.0,4.5,.667,0.0,1.0,.000,3.0,3.5,.857,.667,1.0,1.5,.667,0.0,0.5,0.5,1.0,0.0,0.0,1.5,2.5,7.0,11.9,.678,.222,.333,0.0,4.3,2.2,14.5,0.0,0.0,22.5,23.9,0.0,0.0,0.0,.051,-2.7,1.7,-1.0,0.0,2013
366,Robert Sacre,C,23,LAL,32,3,6.3,0.6,1.5,.375,0.0,0.0,0,0.6,1.5,.375,.375,0.2,0.3,.636,0.3,0.8,1.1,0.2,0.0,0.3,0.3,1.2,1.3,3.4,.407,.000,.229,5.0,13.2,9.2,4.3,0.0,3.6,15.9,13.8,-0.2,0.1,-0.1,-0.024,-8.0,-0.7,-8.8,-0.4,2013
367,John Salmons,SF,33,SAC,76,72,30.0,3.2,8.1,.399,1.3,3.5,.371,1.9,4.5,.420,.480,1.1,1.4,.773,0.4,2.3,2.7,3.0,0.7,0.3,1.1,1.9,8.8,10.2,.509,.436,.180,1.6,9.0,5.2,14.8,1.1,0.9,11.4,14.5,1.8,-0.1,1.6,.034,-1.1,-1.5,-2.5,-0.3,2013
368,Samardo Samuels,C,24,CLE,18,1,10.9,1.2,3.3,.367,0.0,0.1,.000,1.2,3.3,.373,.367,0.8,1.3,.583,0.6,1.0,1.6,0.4,0.2,0.2,0.3,1.7,3.2,6.2,.411,.017,.400,5.6,11.2,8.3,6.3,0.8,1.2,7.8,17.4,-0.1,0.0,-0.1,-0.016,-4.6,-1.6,-6.2,-0.2,2013
369,Larry Sanders,C,24,MIL,71,55,27.3,4.3,8.5,.506,0.0,0.0,.000,4.3,8.5,.507,.506,1.2,1.9,.618,3.2,6.3,9.5,1.2,0.7,2.8,1.2,3.3,9.8,18.7,.523,.003,.225,12.0,25.8,18.6,6.8,1.4,7.6,11.6,16.9,2.3,3.7,6.0,.149,-1.1,2.0,1.0,1.5,2013
370,Luis Scola,PF,32,PHO,82,67,26.6,5.3,11.2,.472,0.0,0.2,.188,5.2,11.0,.477,.474,2.2,2.8,.787,1.9,4.7,6.6,2.2,0.8,0.4,1.5,3.1,12.8,16.7,.516,.017,.251,8.1,20.4,14.1,14.5,1.6,1.2,11.0,23.3,2.4,1.9,4.4,.096,-0.3,-0.2,-0.5,0.8,2013
371,Mike Scott,PF,24,ATL,40,1,9.4,1.8,3.7,.476,0.0,0.0,.000,1.8,3.7,.479,.476,1.1,1.4,.768,1.0,1.8,2.8,0.3,0.1,0.1,0.5,0.8,4.6,16.3,.533,.007,.381,12.1,21.3,16.7,5.4,0.6,0.4,10.9,23.7,0.5,0.4,0.9,.110,-0.9,-2.6,-3.5,-0.1,2013
372,Thabo Sefolosha,SG,28,OKC,81,81,27.5,2.8,5.8,.481,1.3,3.2,.419,1.4,2.6,.558,.597,0.7,0.9,.826,0.7,3.2,3.9,1.5,1.3,0.5,0.8,2.2,7.6,12.8,.617,.554,.148,3.2,12.4,8.2,8.2,2.4,1.5,11.4,11.4,3.6,3.1,6.8,.146,0.6,1.8,2.4,2.5,2013
373,Josh Selby,PG,21,MEM,10,0,5.9,0.6,2.2,.273,0.1,0.6,.167,0.5,1.6,.313,.295,0.7,1.1,.636,0.0,0.5,0.5,0.4,0.2,0.0,0.7,0.7,2.0,0.1,.373,.273,.500,0.0,10.2,5.0,10.5,1.8,0.0,20.7,26.4,-0.3,0.1,-0.2,-0.143,-10.1,-2.3,-12.4,-0.2,2013
374,Kevin Séraphin,C,23,WAS,79,8,21.8,4.2,9.1,.461,0.0,0.0,0,4.2,9.1,.461,.461,0.8,1.1,.693,1.4,3.0,4.4,0.7,0.3,0.7,1.6,2.7,9.1,10.3,.478,.000,.123,6.8,15.5,11.1,6.1,0.7,2.7,14.7,23.5,-2.1,2.2,0.1,.004,-4.9,-0.7,-5.5,-1.5,2013
375,Ramon Sessions,SG,26,CHA,61,0,27.1,4.5,11.1,.408,0.5,1.8,.308,4.0,9.3,.427,.433,4.8,5.7,.839,0.4,2.3,2.8,3.8,0.8,0.1,1.7,1.5,14.4,17.7,.529,.158,.513,1.8,10.1,5.9,25.5,1.5,0.3,11.2,25.7,2.9,0.0,2.9,.084,1.6,-2.0,-0.4,0.7,2013
376,Tornike Shengelia,SF,21,BRK,19,0,4.9,0.5,1.2,.435,0.1,0.1,.500,0.5,1.1,.429,.457,0.5,0.8,.563,0.5,0.7,1.2,0.2,0.2,0.1,0.6,0.6,1.6,8.5,.499,.087,.696,11.4,17.9,14.6,5.1,1.7,0.8,26.8,20.3,-0.1,0.1,0.0,-0.017,-5.2,-1.3,-6.5,-0.1,2013
377,Iman Shumpert,SG,22,NYK,45,45,22.1,2.4,6.1,.396,1.1,2.8,.402,1.3,3.3,.392,.489,0.8,1.0,.766,0.7,2.3,3.0,1.7,1.0,0.2,0.8,2.2,6.8,11.7,.516,.462,.171,3.5,12.8,8.0,11.6,2.3,0.6,11.1,15.6,1.0,1.0,1.9,.094,-0.8,0.7,-0.1,0.5,2013
378,Alexey Shved,SG,24,MIN,77,16,23.9,3.1,8.2,.372,1.1,3.7,.295,2.0,4.5,.435,.439,1.4,1.9,.720,0.5,1.7,2.3,3.7,0.7,0.4,1.9,1.5,8.6,11.0,.474,.454,.236,2.5,8.6,5.4,25.2,1.5,1.1,17.3,20.6,-0.6,1.4,0.8,.020,-1.1,-0.6,-1.7,0.1,2013
379,Henry Sims,C,22,NOH,2,0,2.5,1.0,1.5,.667,0.0,0.0,0,1.0,1.5,.667,.667,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2.0,29.2,.667,.000,.000,46.8,0.0,23.8,0.0,0.0,0.0,25.0,37.2,0.0,0.0,0.0,.061,5.2,-6.4,-1.2,0.0,2013
380,Kyle Singler,SF,24,DET,82,74,28.0,3.4,7.8,.428,0.9,2.4,.350,2.5,5.4,.464,.483,1.2,1.5,.806,1.3,2.7,4.0,0.9,0.7,0.5,1.2,2.6,8.8,10.0,.517,.312,.193,5.4,11.3,8.3,5.3,1.3,1.3,12.3,15.8,1.1,1.2,2.3,.048,-2.2,-0.8,-3.0,-0.6,2013
381,Chris Singleton,PF,23,WAS,57,11,16.2,1.6,4.2,.382,0.1,0.6,.194,1.5,3.6,.415,.396,0.7,1.2,.571,0.9,2.3,3.2,0.6,0.7,0.4,0.8,2.2,4.1,7.8,.425,.149,.290,6.1,16.1,11.0,6.3,2.1,2.1,14.2,15.7,-1.0,1.5,0.5,.028,-5.6,1.3,-4.3,-0.6,2013
382,Donald Sloan,SG-PG,25,TOT,23,0,11.4,1.2,3.4,.346,0.3,0.8,.368,0.9,2.6,.339,.391,0.9,1.1,.800,0.1,1.1,1.2,1.7,0.2,0.0,0.6,0.7,3.5,9.6,.455,.244,.321,1.3,11.5,6.2,22.0,1.0,0.0,13.6,17.5,0.0,0.0,0.1,.017,-1.8,-1.2,-3.0,-0.1,2013
383,Greg Smith,C,22,HOU,70,10,15.9,2.4,3.9,.620,0.0,0.0,.000,2.4,3.9,.623,.620,1.2,1.9,.623,1.6,3.0,4.6,0.4,0.3,0.6,0.6,2.5,6.0,16.1,.636,.004,.474,11.5,21.2,16.4,3.5,0.8,2.7,11.0,14.7,2.8,1.2,4.0,.172,-0.6,0.0,-0.6,0.4,2013
384,Ish Smith,PG,24,TOT,52,3,9.9,1.1,3.1,.352,0.2,0.5,.296,0.9,2.5,.364,.377,0.1,0.1,.429,0.2,0.9,1.2,1.7,0.4,0.2,0.7,0.5,2.4,8.5,.379,.170,.044,2.6,10.7,6.6,25.0,2.1,1.3,18.6,17.4,-0.8,0.4,-0.4,-0.040,-4.1,0.0,-4.1,-0.3,2013
385,J.R. Smith,SG,27,NYK,80,0,33.5,6.6,15.6,.422,1.9,5.5,.356,4.7,10.2,.458,.484,3.0,3.9,.762,0.8,4.5,5.3,2.7,1.3,0.3,1.7,2.8,18.1,17.6,.522,.349,.249,2.7,16.3,9.3,14.5,2.0,0.8,8.8,26.5,4.0,2.7,6.7,.120,1.6,-0.4,1.3,2.2,2013
386,Jason Smith,C,26,NOH,51,0,17.2,3.3,6.7,.490,0.0,0.1,.000,3.3,6.6,.496,.490,1.7,2.0,.843,1.3,2.4,3.6,0.7,0.3,0.9,1.1,2.4,8.2,16.8,.544,.012,.299,8.6,16.9,12.7,7.0,0.9,4.3,12.5,23.4,1.1,0.6,1.7,.095,-1.4,-0.3,-1.6,0.1,2013
387,Josh Smith,PF,27,ATL,76,76,35.3,7.2,15.6,.465,0.8,2.6,.303,6.4,12.9,.498,.491,2.2,4.2,.517,1.8,6.7,8.4,4.2,1.2,1.8,3.0,2.3,17.5,17.7,.501,.170,.272,5.8,21.3,13.6,20.9,1.8,3.9,14.6,26.7,-0.3,4.5,4.2,.075,0.3,1.5,1.8,2.5,2013
388,Nolan Smith,PG,24,POR,40,0,7.2,1.1,2.9,.368,0.2,0.7,.214,0.9,2.2,.419,.395,0.5,0.7,.714,0.2,0.5,0.7,0.9,0.2,0.0,0.7,0.7,2.8,7.1,.435,.246,.246,2.8,8.2,5.5,19.9,1.3,0.3,18.7,24.7,-0.6,0.1,-0.5,-0.082,-4.7,-2.3,-6.9,-0.4,2013
389,Marreese Speights,C,25,TOT,79,3,16.5,3.3,7.4,.445,0.0,0.1,.300,3.3,7.3,.448,.448,1.7,2.2,.771,1.8,3.0,4.9,0.6,0.3,0.7,1.0,2.2,8.3,17.3,.498,.017,.300,12.7,22.3,17.4,6.5,1.0,3.3,10.8,25.8,1.1,1.7,2.8,.104,-1.3,-1.4,-2.8,-0.2,2013
390,Tiago Splitter,PF,28,SAS,81,58,24.7,3.9,7.0,.560,0.0,0.0,.000,3.9,6.9,.561,.560,2.6,3.5,.730,1.8,4.6,6.4,1.6,0.8,0.8,1.2,2.0,10.3,18.7,.609,.004,.506,8.8,20.3,14.9,10.0,1.6,2.3,12.7,18.2,4.7,3.5,8.2,.197,0.8,1.3,2.2,2.1,2013
391,Jerry Stackhouse,SF,38,BRK,37,0,14.7,1.8,4.6,.384,0.8,2.4,.337,1.0,2.2,.434,.471,0.5,0.6,.870,0.1,0.8,0.9,0.9,0.2,0.1,0.6,0.8,4.9,8.5,.500,.517,.134,1.1,6.1,3.6,10.4,0.7,0.6,11.6,17.5,0.2,0.2,0.4,.037,-1.6,-1.7,-3.3,-0.2,2013
392,Lance Stephenson,SG,22,IND,78,72,29.2,3.5,7.7,.460,0.8,2.4,.330,2.7,5.3,.520,.512,1.0,1.5,.652,0.6,3.3,3.9,2.9,1.0,0.2,1.4,2.1,8.8,11.8,.530,.314,.192,2.3,12.3,7.4,16.2,1.9,0.5,14.4,15.2,1.8,3.6,5.5,.115,-1.7,1.7,0.0,1.2,2013
393,DeShawn Stevenson,SG,31,ATL,56,31,20.7,1.8,4.7,.374,1.4,3.7,.364,0.4,0.9,.415,.519,0.2,0.4,.522,0.3,1.9,2.2,0.9,0.5,0.1,0.4,1.2,5.1,8.1,.522,.798,.088,1.8,10.1,6.0,6.5,1.3,0.4,7.8,11.8,0.5,0.9,1.5,.061,-2.0,-0.4,-2.4,-0.1,2013
394,Greg Stiemsma,C,27,MIN,76,19,15.9,1.7,3.7,.457,0.0,0.0,0,1.7,3.7,.457,.457,0.7,0.9,.768,0.8,2.6,3.4,0.4,0.6,1.2,0.8,2.4,4.0,10.5,.498,.000,.248,5.6,19.5,12.3,3.9,1.9,5.8,16.1,13.6,-0.3,2.0,1.7,.069,-5.1,2.3,-2.8,-0.3,2013
395,Julyan Stone,PG,24,DEN,4,0,7.0,0.5,0.5,1.000,0.0,0.0,0,0.5,0.5,1.000,1.000,0.8,1.0,.750,0.5,0.3,0.8,0.5,0.3,0.0,0.5,1.0,1.8,11.4,.931,.000,2.000,8.2,3.9,6.0,9.3,1.8,0.0,34.7,8.9,0.1,0.0,0.1,.128,-2.0,1.9,-0.1,0.0,2013
396,Amar'e Stoudemire,PF,30,NYK,29,0,23.5,5.3,9.2,.577,0.0,0.0,0,5.3,9.2,.577,.577,3.6,4.5,.808,2.1,2.9,5.0,0.4,0.3,0.7,1.7,3.1,14.2,22.1,.637,.000,.487,10.0,15.1,12.4,3.6,0.8,2.7,13.4,25.7,2.1,0.6,2.7,.191,1.6,-0.9,0.7,0.5,2013
397,Rodney Stuckey,SG,26,DET,76,24,28.6,4.0,9.8,.406,0.7,2.4,.302,3.3,7.4,.440,.443,2.8,3.6,.783,0.6,2.2,2.8,3.6,0.7,0.2,1.8,1.7,11.5,13.0,.505,.243,.364,2.2,9.1,5.6,20.3,1.2,0.6,13.4,21.0,1.7,0.8,2.5,.055,-0.6,-1.3,-1.8,0.1,2013
398,Jared Sullinger,PF,20,BOS,45,5,19.8,2.5,5.0,.493,0.0,0.1,.200,2.4,4.9,.500,.496,1.0,1.4,.746,2.0,3.8,5.9,0.8,0.5,0.5,0.6,3.4,6.0,13.5,.534,.022,.280,12.6,22.1,17.5,6.2,1.3,1.9,10.3,14.9,1.3,1.4,2.7,.146,-2.3,0.4,-1.9,0.0,2013
399,DaJuan Summers,PF,25,LAC,2,0,3.5,0.5,2.0,.250,0.0,0.0,0,0.5,2.0,.250,.250,0.0,0.0,0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,4.3,.250,.000,.000,0.0,33.5,17.0,21.7,0.0,0.0,0.0,26.1,0.0,0.0,0.0,-0.124,-6.3,-2.6,-8.9,0.0,2013
400,Jeff Taylor,SF,23,CHA,77,29,19.6,2.2,5.2,.431,0.7,2.0,.344,1.5,3.2,.486,.497,1.0,1.3,.728,0.7,1.3,1.9,0.8,0.6,0.2,0.6,1.8,6.1,10.3,.531,.386,.258,3.8,7.7,5.7,7.0,1.6,0.8,9.7,14.9,1.2,0.0,1.2,.039,-2.1,-1.5,-3.6,-0.6,2013
401,Tyshawn Taylor,PG,22,BRK,38,0,5.8,0.8,2.3,.368,0.2,0.3,.462,0.7,1.9,.351,.402,0.4,0.7,.556,0.1,0.4,0.5,0.6,0.3,0.0,0.7,0.7,2.2,6.2,.430,.149,.310,1.1,8.6,4.8,15.9,3.2,0.0,20.2,25.8,-0.6,0.2,-0.4,-0.077,-6.9,-0.5,-7.4,-0.3,2013
402,Jeff Teague,PG,24,ATL,80,78,32.9,5.5,12.2,.451,1.1,3.1,.359,4.4,9.1,.482,.496,2.5,2.8,.881,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3,14.6,16.8,.543,.255,.232,1.1,6.7,3.9,36.1,2.3,0.8,17.6,23.0,3.5,2.6,6.1,.111,0.9,-0.6,0.3,1.5,2013
403,Marquis Teague,PG,19,CHI,48,0,8.2,0.9,2.4,.381,0.1,0.5,.174,0.8,1.9,.433,.398,0.2,0.3,.563,0.1,0.9,0.9,1.3,0.2,0.1,0.7,1.0,2.1,6.0,.412,.204,.142,0.9,12.1,6.4,25.6,1.2,1.3,22.6,18.2,-0.7,0.4,-0.3,-0.031,-5.5,0.0,-5.6,-0.4,2013
404,Mirza Teletović,PF,27,BRK,53,0,9.4,1.3,3.5,.384,0.7,2.0,.343,0.6,1.5,.442,.484,0.2,0.2,.818,0.6,1.2,1.8,0.4,0.2,0.2,0.4,1.0,3.5,12.3,.495,.584,.059,7.8,14.8,11.2,7.7,1.4,1.2,9.5,19.4,0.5,0.5,0.9,.087,-0.3,-1.0,-1.3,0.1,2013
405,Sebastian Telfair,PG,27,TOT,59,2,16.6,1.9,5.2,.362,0.9,2.5,.353,1.0,2.7,.371,.448,0.9,1.2,.783,0.2,1.2,1.4,2.6,0.6,0.2,1.1,1.8,5.6,10.9,.488,.485,.223,1.5,8.5,4.9,23.9,2.0,0.8,15.9,18.5,0.3,0.5,0.8,.039,-1.5,-0.2,-1.7,0.1,2013
406,Garrett Temple,SG,26,WAS,51,36,22.7,2.1,5.1,.407,0.5,1.6,.325,1.5,3.5,.444,.457,0.5,0.7,.703,0.6,1.8,2.4,2.3,1.0,0.3,1.2,1.8,5.1,8.8,.478,.310,.143,2.8,9.1,5.9,15.5,2.3,1.2,18.2,13.2,-0.3,1.5,1.2,.049,-3.8,1.5,-2.3,-0.1,2013
407,Jason Terry,SG,35,BOS,79,24,26.9,3.6,8.2,.434,1.6,4.2,.372,2.0,4.0,.498,.529,1.4,1.7,.870,0.2,1.8,2.0,2.5,0.8,0.1,1.3,1.4,10.1,12.8,.566,.511,.202,1.1,7.6,4.4,14.9,1.6,0.4,12.6,18.0,2.1,1.9,4.0,.091,0.0,-0.2,-0.2,1.0,2013
408,Hasheem Thabeet,C,25,OKC,66,4,11.7,1.0,1.6,.604,0.0,0.0,0,1.0,1.6,.604,.604,0.5,0.8,.604,1.0,1.9,3.0,0.2,0.5,0.9,0.6,2.2,2.4,11.6,.619,.000,.500,11.1,17.5,14.5,2.0,2.0,5.9,24.1,10.1,0.7,1.5,2.2,.134,-3.9,2.4,-1.5,0.1,2013
409,Isaiah Thomas,PG,23,SAC,79,62,26.9,4.6,10.5,.440,1.5,4.1,.358,3.2,6.5,.491,.509,3.2,3.6,.882,0.4,1.7,2.0,4.0,0.8,0.0,1.8,2.1,13.9,17.5,.574,.386,.345,1.5,7.3,4.4,24.6,1.6,0.1,12.7,23.0,5.2,-0.1,5.0,.114,2.5,-2.0,0.5,1.3,2013
410,Kurt Thomas,PF,40,NYK,39,17,10.1,1.2,2.1,.542,0.0,0.0,1.000,1.1,2.1,.537,.548,0.2,0.3,.462,0.6,1.7,2.3,0.5,0.3,0.4,0.2,1.3,2.5,13.3,.547,.012,.157,6.9,20.1,13.3,8.3,1.4,3.5,8.3,11.5,0.6,0.5,1.1,.135,-1.8,1.6,-0.1,0.2,2013
411,Lance Thomas,SF,24,NOH,59,9,10.9,0.9,1.8,.500,0.0,0.0,0,0.9,1.8,.500,.500,0.7,1.0,.729,0.7,1.2,1.9,0.3,0.2,0.1,0.2,1.3,2.5,10.1,.565,.000,.557,8.0,13.3,10.6,4.0,0.9,0.9,9.6,10.5,1.0,0.2,1.2,.087,-2.3,-0.7,-3.0,-0.2,2013
412,Malcolm Thomas,PF,24,TOT,12,0,4.8,0.4,0.8,.500,0.0,0.0,0,0.4,0.8,.500,.500,0.4,0.7,.625,0.4,0.9,1.3,0.3,0.2,0.2,0.3,0.7,1.3,13.8,.555,.000,.800,10.0,21.6,15.9,10.3,1.9,2.7,18.2,13.2,0.1,0.1,0.2,.133,-1.9,2.2,0.3,0.0,2013
413,Tyrus Thomas,PF,26,CHA,26,2,13.8,1.8,5.2,.353,0.1,0.3,.375,1.7,4.9,.352,.364,1.0,1.2,.839,0.6,1.7,2.3,0.7,0.5,0.6,0.7,2.0,4.8,9.6,.418,.059,.228,4.9,14.4,9.5,9.1,2.0,3.4,10.2,21.1,-0.4,0.2,-0.2,-0.025,-5.1,-1.0,-6.1,-0.4,2013
414,Jason Thompson,PF,26,SAC,82,81,27.9,4.6,9.1,.502,0.0,0.0,.000,4.6,9.0,.504,.502,1.7,2.5,.694,2.1,4.6,6.7,1.0,0.6,0.7,1.2,2.8,10.9,14.6,.533,.004,.277,8.4,19.5,13.8,6.0,1.1,2.1,10.8,18.2,2.7,0.9,3.6,.075,-1.0,-1.6,-2.6,-0.3,2013
415,Klay Thompson,SG,22,GSW,82,82,35.8,6.2,14.7,.422,2.6,6.4,.401,3.6,8.3,.437,.509,1.6,1.9,.841,0.4,3.3,3.7,2.2,1.0,0.5,1.9,2.9,16.6,12.7,.533,.437,.130,1.2,10.0,5.7,10.1,1.5,1.2,11.0,21.8,1.7,2.6,4.3,.070,-0.1,-0.2,-0.3,1.3,2013
416,Tristan Thompson,PF,21,CLE,82,82,31.3,4.8,9.7,.488,0.0,0.0,.000,4.8,9.7,.490,.488,2.2,3.5,.608,3.7,5.7,9.4,1.3,0.7,0.9,1.5,2.9,11.7,16.1,.516,.004,.364,13.2,22.1,17.5,6.9,1.2,2.2,11.7,18.3,3.2,2.0,5.2,.098,-0.2,-1.6,-1.8,0.1,2013
417,Marcus Thornton,SG,25,SAC,72,8,24.0,4.6,10.8,.429,2.0,5.3,.372,2.7,5.5,.484,.520,1.5,1.8,.881,0.7,1.8,2.5,1.3,0.8,0.1,0.9,1.5,12.7,16.3,.552,.490,.163,3.2,9.0,6.0,9.0,1.8,0.2,7.6,23.1,3.1,0.1,3.2,.089,2.3,-2.0,0.3,1.0,2013
418,Jamaal Tinsley,PG,34,UTA,66,32,18.5,1.3,3.5,.368,0.6,1.9,.307,0.7,1.6,.439,.451,0.3,0.4,.692,0.3,1.5,1.7,4.4,1.0,0.2,1.6,1.6,3.5,10.6,.467,.543,.111,1.6,9.5,5.5,34.1,2.8,0.9,30.2,13.1,-0.2,1.0,0.9,.035,-1.8,0.3,-1.5,0.2,2013
419,Anthony Tolliver,SF,27,ATL,62,11,15.5,1.3,3.5,.380,0.7,2.1,.338,0.6,1.3,.446,.484,0.7,0.8,.863,0.5,2.0,2.5,0.5,0.2,0.2,0.6,1.1,4.1,8.4,.531,.616,.236,3.7,14.5,9.2,4.8,0.8,1.0,13.1,13.2,0.3,0.9,1.2,.059,-2.5,-0.5,-3.1,-0.3,2013
420,P.J. Tucker,SG,27,PHO,79,45,24.2,2.7,5.6,.473,0.3,0.9,.314,2.4,4.7,.503,.498,0.8,1.1,.744,1.7,2.8,4.4,1.4,0.8,0.2,0.8,1.8,6.4,11.6,.525,.158,.194,7.7,13.3,10.4,8.6,1.7,0.7,12.2,12.8,1.8,1.2,2.9,.074,-1.3,-0.1,-1.5,0.2,2013
421,Ronny Turiaf,C,30,LAC,65,0,10.8,0.8,1.5,.505,0.0,0.0,0,0.8,1.5,.505,.505,0.4,1.0,.365,0.7,1.6,2.3,0.5,0.3,0.5,0.4,1.2,1.9,9.4,.485,.000,.649,7.8,17.9,12.9,6.8,1.4,4.2,18.9,10.0,0.1,1.0,1.1,.075,-3.2,1.5,-1.7,0.1,2013
422,Hedo Türkoğlu,SF,33,ORL,11,1,17.2,1.3,4.8,.264,0.1,2.2,.042,1.2,2.6,.448,.274,0.3,0.5,.500,0.4,2.0,2.4,2.1,0.6,0.1,1.1,1.0,2.9,3.4,.288,.453,.113,2.4,13.2,7.8,17.2,1.9,0.4,17.7,16.3,-0.6,0.1,-0.5,-0.116,-7.5,-0.7,-8.2,-0.3,2013
423,Evan Turner,SF,24,PHI,82,82,35.3,5.4,12.8,.419,0.7,1.9,.365,4.7,10.9,.428,.446,1.9,2.5,.740,0.7,5.6,6.3,4.3,0.9,0.2,2.3,2.4,13.3,12.1,.478,.151,.198,2.1,18.5,10.1,19.7,1.3,0.5,14.0,21.2,-0.7,2.9,2.1,.035,-2.2,-0.2,-2.3,-0.3,2013
424,Jeremy Tyler,C,21,TOT,21,0,3.2,0.4,1.1,.375,0.0,0.0,0,0.4,1.1,.375,.375,0.2,0.3,.667,0.3,0.7,1.0,0.0,0.0,0.1,0.3,0.5,1.0,6.2,.413,.000,.250,10.0,22.3,16.3,2.3,0.7,2.3,18.4,21.5,-0.2,0.1,-0.1,-0.049,-7.3,-1.6,-8.9,-0.1,2013
425,Ekpe Udoh,C,25,MIL,76,9,17.3,1.5,3.5,.435,0.0,0.0,.000,1.5,3.5,.437,.435,1.2,1.6,.748,1.5,1.8,3.3,0.6,0.5,1.1,0.6,1.8,4.3,12.0,.503,.004,.442,8.9,11.7,10.3,4.7,1.5,4.7,11.8,12.1,1.1,1.5,2.7,.098,-2.8,1.1,-1.7,0.1,2013
426,Beno Udrih,SG-PG,30,TOT,66,9,22.1,3.2,7.2,.441,0.5,1.5,.333,2.7,5.7,.471,.477,1.3,1.6,.816,0.5,1.6,2.1,4.6,0.6,0.0,1.6,1.4,8.2,14.2,.516,.214,.216,2.5,8.2,5.3,32.3,1.5,0.2,17.2,19.3,1.5,0.7,2.2,.071,0.0,-1.4,-1.4,0.2,2013
427,Jonas Valančiūnas,C,20,TOR,62,57,23.9,3.3,5.9,.557,0.0,0.0,0,3.3,5.9,.557,.557,2.4,3.0,.789,2.0,4.0,6.0,0.7,0.3,1.3,1.5,3.0,8.9,15.6,.619,.000,.505,9.6,20.5,14.9,5.0,0.6,4.2,17.4,16.9,2.5,1.5,3.9,.127,-1.1,0.0,-1.2,0.3,2013
